Date,Rate
2019-08-08,1.46
2019-08-07,1.44
2019-08-06,1.43
2019-08-05,1.43
2019-08-04,1.43
2019-08-03,1.43
2019-08-02,1.58
2019-08-01,1.6
2019-07-31,1.67
2019-07-30,1.71
2019-07-29,1.7
2019-07-28,1.7
2019-07-27,1.7
2019-07-26,1.69
2019-07-25,1.68
2019-07-24,1.66
2019-07-23,1.7
2019-07-22,1.69
2019-07-21,1.69
2019-07-20,1.69
2019-07-19,1.7
2019-07-18,1.71
2019-07-17,1.71
2019-07-16,1.77
2019-07-15,1.76
2019-07-14,1.76
2019-07-13,1.76
2019-07-12,1.77
2019-07-11,1.78
2019-07-10,1.73
2019-07-09,1.71
2019-07-08,1.72
2019-07-07,1.72
2019-07-06,1.72
2019-07-05,1.72
2019-07-04,1.64
2019-07-03,1.63
2019-07-02,1.66
2019-07-01,1.66
2019-06-30,1.66
2019-06-29,1.66
2019-06-28,1.66
2019-06-27,1.68
2019-06-26,1.7
2019-06-25,1.66
2019-06-24,1.68
2019-06-23,1.68
2019-06-22,1.68
2019-06-21,1.7
2019-06-20,1.67
2019-06-19,1.65
2019-06-18,1.64
2019-06-17,1.66
2019-06-16,1.66
2019-06-15,1.66
2019-06-14,1.67
2019-06-13,1.69
2019-06-12,1.72
2019-06-11,1.75
2019-06-10,1.73
2019-06-09,1.73
2019-06-08,1.73
2019-06-07,1.69
2019-06-06,1.71
2019-06-05,1.7
2019-06-04,1.71
2019-06-03,1.67
2019-06-02,1.67
2019-06-01,1.67
2019-05-31,1.68
2019-05-30,1.74
2019-05-29,1.75
2019-05-28,1.75
2019-05-27,1.77
2019-05-26,1.77
2019-05-25,1.77
2019-05-24,1.8
2019-05-23,1.82
2019-05-22,1.89
2019-05-21,1.91
2019-05-20,1.91
2019-05-19,1.91
2019-05-18,1.91
2019-05-17,1.85
2019-05-16,1.85
2019-05-15,1.83
2019-05-14,1.86
2019-05-13,1.83
2019-05-12,1.83
2019-05-11,1.83
2019-05-10,1.89
2019-05-09,1.86
2019-05-08,1.88
2019-05-07,1.87
2019-05-06,1.91
2019-05-05,1.91
2019-05-04,1.91
2019-05-03,1.94
2019-05-02,1.94
2019-05-01,1.89
2019-04-30,1.91
2019-04-29,1.92
2019-04-28,1.92
2019-04-27,1.92
2019-04-26,1.89
2019-04-25,1.91
2019-04-24,1.9
2019-04-23,1.96
2019-04-22,1.99
2019-04-21,1.99
2019-04-20,1.99
2019-04-19,1.99
2019-04-18,1.97
2019-04-17,2.01
2019-04-16,2
2019-04-15,1.97
2019-04-14,1.97
2019-04-13,1.97
2019-04-12,1.99
2019-04-11,1.93
2019-04-10,1.9
2019-04-09,1.93
2019-04-08,1.93
2019-04-07,1.93
2019-04-06,1.93
2019-04-05,1.9
2019-04-04,1.9
2019-04-03,1.91
2019-04-02,1.88
2019-04-01,1.9
2019-03-31,1.9
2019-03-30,1.9
2019-03-29,1.83
2019-03-28,1.77
2019-03-27,1.76
2019-03-26,1.78
2019-03-25,1.77
2019-03-24,1.77
2019-03-23,1.77
2019-03-22,1.81
2019-03-21,1.89
2019-03-20,1.9
2019-03-19,1.93
2019-03-18,1.93
2019-03-17,1.93
2019-03-16,1.93
2019-03-15,1.94
2019-03-14,1.97
2019-03-13,1.96
2019-03-12,1.94
2019-03-11,1.97
2019-03-10,1.97
2019-03-09,1.97
2019-03-08,1.98
2019-03-07,1.98
2019-03-06,2.03
2019-03-05,2.08
2019-03-04,2.09
2019-03-03,2.09
2019-03-02,2.09
2019-03-01,2.13
2019-02-28,2.12
2019-02-27,2.1
2019-02-26,2.05
2019-02-25,2.08
2019-02-24,2.08
2019-02-23,2.08
2019-02-22,2.08
2019-02-21,2.1
2019-02-20,2.08
2019-02-19,2.08
2019-02-18,2.08
2019-02-17,2.08
2019-02-16,2.08
2019-02-15,2.09
2019-02-14,2.08
2019-02-13,2.12
2019-02-12,2.1
2019-02-11,2.09
2019-02-10,2.09
2019-02-09,2.09
2019-02-08,2.08
2019-02-07,2.07
2019-02-06,2.11
2019-02-05,2.12
2019-02-04,2.14
2019-02-03,2.14
2019-02-02,2.14
2019-02-01,2.13
2019-01-31,2.07
2019-01-30,2.11
2019-01-29,2.11
2019-01-28,2.13
2019-01-27,2.13
2019-01-26,2.13
2019-01-25,2.14
2019-01-24,2.11
2019-01-23,2.15
2019-01-22,2.14
2019-01-21,2.19
2019-01-20,2.19
2019-01-19,2.19
2019-01-18,2.21
2019-01-17,2.17
2019-01-16,2.17
2019-01-15,2.15
2019-01-14,2.13
2019-01-13,2.13
2019-01-12,2.13
2019-01-11,2.12
2019-01-10,2.14
2019-01-09,2.14
2019-01-08,2.12
2019-01-07,2.11
2019-01-06,2.11
2019-01-05,2.11
2019-01-04,2.08
2019-01-03,2.01
2019-01-02,2.08
2019-01-01,2.08
2018-12-31,2.13
2018-12-30,2.13
2018-12-29,2.13
2018-12-28,2.11
2018-12-27,2.13
2018-12-26,2.13
2018-12-25,2.13
2018-12-24,2.12
2018-12-23,2.12
2018-12-22,2.12
2018-12-21,2.15
2018-12-20,2.12
2018-12-19,2.1
2018-12-18,2.15
2018-12-17,2.19
2018-12-16,2.19
2018-12-15,2.19
2018-12-14,2.24
2018-12-13,2.29
2018-12-12,2.24
2018-12-11,2.19
2018-12-10,2.18
2018-12-09,2.18
2018-12-08,2.18
2018-12-07,2.2
2018-12-06,2.2
2018-12-05,2.22
2018-12-04,2.25
2018-12-03,2.33
2018-12-02,2.33
2018-12-01,2.33
2018-11-30,2.37
2018-11-29,2.39
2018-11-28,2.39
2018-11-27,2.38
2018-11-26,2.4
2018-11-25,2.4
2018-11-24,2.4
2018-11-23,2.39
2018-11-22,2.41
2018-11-21,2.41
2018-11-20,2.4
2018-11-19,2.41
2018-11-18,2.41
2018-11-17,2.41
2018-11-16,2.41
2018-11-15,2.43
2018-11-14,2.46
2018-11-13,2.49
2018-11-12,2.49
2018-11-11,2.49
2018-11-10,2.49
2018-11-09,2.53
2018-11-08,2.56
2018-11-07,2.55
2018-11-06,2.56
2018-11-05,2.55
2018-11-04,2.55
2018-11-03,2.55
2018-11-02,2.57
2018-11-01,2.52
2018-10-31,2.52
2018-10-30,2.48
2018-10-29,2.43
2018-10-28,2.43
2018-10-27,2.43
2018-10-26,2.43
2018-10-25,2.48
2018-10-24,2.47
2018-10-23,2.49
2018-10-22,2.52
2018-10-21,2.52
2018-10-20,2.52
2018-10-19,2.53
2018-10-18,2.52
2018-10-17,2.53
2018-10-16,2.52
2018-10-15,2.53
2018-10-14,2.53
2018-10-13,2.53
2018-10-12,2.51
2018-10-11,2.51
2018-10-10,2.57
2018-10-09,2.57
2018-10-08,2.57
2018-10-07,2.57
2018-10-06,2.57
2018-10-05,2.6
2018-10-04,2.56
2018-10-03,2.53
2018-10-02,2.47
2018-10-01,2.5
2018-09-30,2.5
2018-09-29,2.5
2018-09-28,2.43
2018-09-27,2.43
2018-09-26,2.43
2018-09-25,2.48
2018-09-24,2.46
2018-09-23,2.46
2018-09-22,2.46
2018-09-21,2.45
2018-09-20,2.44
2018-09-19,2.43
2018-09-18,2.4
2018-09-17,2.36
2018-09-16,2.36
2018-09-15,2.36
2018-09-14,2.36
2018-09-13,2.35
2018-09-12,2.35
2018-09-11,2.35
2018-09-10,2.31
2018-09-09,2.31
2018-09-08,2.31
2018-09-07,2.31
2018-09-06,2.26
2018-09-05,2.27
2018-09-04,2.26
2018-09-03,2.26
2018-09-02,2.26
2018-09-01,2.26
2018-08-31,2.25
2018-08-30,2.3
2018-08-29,2.33
2018-08-28,2.33
2018-08-27,2.31
2018-08-26,2.31
2018-08-25,2.31
2018-08-24,2.27
2018-08-23,2.27
2018-08-22,2.27
2018-08-21,2.28
2018-08-20,2.27
2018-08-19,2.27
2018-08-18,2.27
2018-08-17,2.29
2018-08-16,2.28
2018-08-15,2.29
2018-08-14,2.35
2018-08-13,2.33
2018-08-12,2.33
2018-08-11,2.33
2018-08-10,2.32
2018-08-09,2.36
2018-08-08,2.38
2018-08-07,2.4
2018-08-06,2.4
2018-08-05,2.4
2018-08-04,2.4
2018-08-03,2.38
2018-08-02,2.39
2018-08-01,2.39
2018-07-31,2.35
2018-07-30,2.34
2018-07-29,2.34
2018-07-28,2.34
2018-07-27,2.34
2018-07-26,2.33
2018-07-25,2.31
2018-07-24,2.27
2018-07-23,2.28
2018-07-22,2.28
2018-07-21,2.28
2018-07-20,2.23
2018-07-19,2.17
2018-07-18,2.2
2018-07-17,2.17
2018-07-16,2.19
2018-07-15,2.19
2018-07-14,2.19
2018-07-13,2.19
2018-07-12,2.2
2018-07-11,2.19
2018-07-10,2.2
2018-07-09,2.21
2018-07-08,2.21
2018-07-07,2.21
2018-07-06,2.16
2018-07-05,2.19
2018-07-04,2.2
2018-07-03,2.19
2018-07-02,2.19
2018-07-01,2.19
2018-06-30,2.19
2018-06-29,2.2
2018-06-28,2.19
2018-06-27,2.15
2018-06-26,2.17
2018-06-25,2.17
2018-06-24,2.17
2018-06-23,2.17
2018-06-22,2.2
2018-06-21,2.2
2018-06-20,2.23
2018-06-19,2.2
2018-06-18,2.24
2018-06-17,2.24
2018-06-16,2.24
2018-06-15,2.25
2018-06-14,2.3
2018-06-13,2.34
2018-06-12,2.33
2018-06-11,2.35
2018-06-10,2.35
2018-06-09,2.35
2018-06-08,2.36
2018-06-07,2.33
2018-06-06,2.35
2018-06-05,2.29
2018-06-04,2.31
2018-06-03,2.31
2018-06-02,2.31
2018-06-01,2.27
2018-05-31,2.26
2018-05-30,2.28
2018-05-29,2.24
2018-05-28,2.34
2018-05-27,2.34
2018-05-26,2.34
2018-05-25,2.38
2018-05-24,2.43
2018-05-23,2.47
2018-05-22,2.51
2018-05-21,2.51
2018-05-20,2.51
2018-05-19,2.51
2018-05-18,2.5
2018-05-17,2.54
2018-05-16,2.52
2018-05-15,2.52
2018-05-14,2.45
2018-05-13,2.45
2018-05-12,2.45
2018-05-11,2.41
2018-05-10,2.43
2018-05-09,2.43
2018-05-08,2.4
2018-05-07,2.39
2018-05-06,2.39
2018-05-05,2.39
2018-05-04,2.39
2018-05-03,2.38
2018-05-02,2.42
2018-05-01,2.4
2018-04-30,2.37
2018-04-29,2.37
2018-04-28,2.37
2018-04-27,2.38
2018-04-26,2.42
2018-04-25,2.45
2018-04-24,2.42
2018-04-23,2.42
2018-04-22,2.42
2018-04-21,2.42
2018-04-20,2.42
2018-04-19,2.4
2018-04-18,2.36
2018-04-17,2.32
2018-04-16,2.35
2018-04-15,2.35
2018-04-14,2.35
2018-04-13,2.32
2018-04-12,2.36
2018-04-11,2.3
2018-04-10,2.29
2018-04-09,2.26
2018-04-08,2.26
2018-04-07,2.26
2018-04-06,2.27
2018-04-05,2.31
2018-04-04,2.29
2018-04-03,2.26
2018-04-02,2.22
2018-04-01,2.22
2018-03-31,2.22
2018-03-30,2.22
2018-03-29,2.2
2018-03-28,2.22
2018-03-27,2.25
2018-03-26,2.33
2018-03-25,2.33
2018-03-24,2.33
2018-03-23,2.29
2018-03-22,2.27
2018-03-21,2.35
2018-03-20,2.31
2018-03-19,2.28
2018-03-18,2.28
2018-03-17,2.28
2018-03-16,2.26
2018-03-15,2.26
2018-03-14,2.29
2018-03-13,2.35
2018-03-12,2.38
2018-03-11,2.38
2018-03-10,2.38
2018-03-09,2.41
2018-03-08,2.37
2018-03-07,2.37
2018-03-06,2.36
2018-03-05,2.33
2018-03-04,2.33
2018-03-03,2.33
2018-03-02,2.33
2018-03-01,2.3
2018-02-28,2.35
2018-02-27,2.4
2018-02-26,2.38
2018-02-25,2.38
2018-02-24,2.38
2018-02-23,2.38
2018-02-22,2.43
2018-02-21,2.46
2018-02-20,2.45
2018-02-19,2.45
2018-02-18,2.45
2018-02-17,2.45
2018-02-16,2.44
2018-02-15,2.48
2018-02-14,2.49
2018-02-13,2.45
2018-02-12,2.46
2018-02-11,2.46
2018-02-10,2.46
2018-02-09,2.48
2018-02-08,2.47
2018-02-07,2.46
2018-02-06,2.44
2018-02-05,2.41
2018-02-04,2.41
2018-02-03,2.41
2018-02-02,2.43
2018-02-01,2.42
2018-01-31,2.35
2018-01-30,2.36
2018-01-29,2.33
2018-01-28,2.33
2018-01-27,2.33
2018-01-26,2.32
2018-01-25,2.32
2018-01-24,2.35
2018-01-23,2.33
2018-01-22,2.34
2018-01-21,2.34
2018-01-20,2.34
2018-01-19,2.34
2018-01-18,2.32
2018-01-17,2.31
2018-01-16,2.31
2018-01-15,2.33
2018-01-14,2.33
2018-01-13,2.33
2018-01-12,2.33
2018-01-11,2.33
2018-01-10,2.33
2018-01-09,2.36
2018-01-08,2.32
2018-01-07,2.32
2018-01-06,2.32
2018-01-05,2.31
2018-01-04,2.27
2018-01-03,2.24
2018-01-02,2.27
2018-01-01,2.27
2017-12-31,2.27
2017-12-30,2.27
2017-12-29,2.22
2017-12-28,2.19
2017-12-27,2.15
2017-12-26,2.15
2017-12-25,2.15
2017-12-24,2.15
2017-12-23,2.15
2017-12-22,2.2
2017-12-21,2.2
2017-12-20,2.19
2017-12-19,2.14
2017-12-18,2.08
2017-12-17,2.08
2017-12-16,2.08
2017-12-15,2.05
2017-12-14,2.09
2017-12-13,2.09
2017-12-12,2.1
2017-12-11,2.1
2017-12-10,2.1
2017-12-09,2.1
2017-12-08,2.1
2017-12-07,2.1
2017-12-06,2.09
2017-12-05,2.13
2017-12-04,2.16
2017-12-03,2.16
2017-12-02,2.16
2017-12-01,2.14
2017-11-30,2.16
2017-11-29,2.16
2017-11-28,2.13
2017-11-27,2.15
2017-11-26,2.15
2017-11-25,2.15
2017-11-24,2.16
2017-11-23,2.16
2017-11-22,2.18
2017-11-21,2.19
2017-11-20,2.23
2017-11-19,2.23
2017-11-18,2.23
2017-11-17,2.2
2017-11-16,2.22
2017-11-15,2.17
2017-11-14,2.21
2017-11-13,2.21
2017-11-12,2.21
2017-11-11,2.21
2017-11-10,2.23
2017-11-09,2.2
2017-11-08,2.17
2017-11-07,2.15
2017-11-06,2.18
2017-11-05,2.18
2017-11-04,2.18
2017-11-03,2.2
2017-11-02,2.22
2017-11-01,2.23
2017-10-31,2.23
2017-10-30,2.24
2017-10-29,2.24
2017-10-28,2.24
2017-10-27,2.27
2017-10-26,2.32
2017-10-25,2.32
2017-10-24,2.33
2017-10-23,2.31
2017-10-22,2.31
2017-10-21,2.31
2017-10-20,2.31
2017-10-19,2.29
2017-10-18,2.31
2017-10-17,2.3
2017-10-16,2.31
2017-10-15,2.31
2017-10-14,2.31
2017-10-13,2.33
2017-10-12,2.37
2017-10-11,2.39
2017-10-10,2.41
2017-10-09,2.41
2017-10-08,2.41
2017-10-07,2.41
2017-10-06,2.43
2017-10-05,2.41
2017-10-04,2.42
2017-10-03,2.43
2017-10-02,2.43
2017-10-01,2.43
2017-09-30,2.43
2017-09-29,2.4
2017-09-28,2.43
2017-09-27,2.42
2017-09-26,2.39
2017-09-25,2.37
2017-09-24,2.37
2017-09-23,2.37
2017-09-22,2.39
2017-09-21,2.4
2017-09-20,2.39
2017-09-19,2.38
2017-09-18,2.37
2017-09-17,2.37
2017-09-16,2.37
2017-09-15,2.37
2017-09-14,2.36
2017-09-13,2.36
2017-09-12,2.34
2017-09-11,2.31
2017-09-10,2.31
2017-09-09,2.31
2017-09-08,2.28
2017-09-07,2.26
2017-09-06,2.26
2017-09-05,2.2
2017-09-04,2.2
2017-09-03,2.2
2017-09-02,2.2
2017-09-01,2.23
2017-08-31,2.19
2017-08-30,2.19
2017-08-29,2.19
2017-08-28,2.22
2017-08-27,2.22
2017-08-26,2.22
2017-08-25,2.22
2017-08-24,2.23
2017-08-23,2.22
2017-08-22,2.24
2017-08-21,2.22
2017-08-20,2.22
2017-08-19,2.22
2017-08-18,2.21
2017-08-17,2.21
2017-08-16,2.23
2017-08-15,2.26
2017-08-14,2.24
2017-08-13,2.24
2017-08-12,2.24
2017-08-11,2.21
2017-08-10,2.21
2017-08-09,2.26
2017-08-08,2.29
2017-08-07,2.29
2017-08-06,2.29
2017-08-05,2.29
2017-08-04,2.27
2017-08-03,2.25
2017-08-02,2.29
2017-08-01,2.31
2017-07-31,2.4
2017-07-30,2.4
2017-07-29,2.4
2017-07-28,2.38
2017-07-27,2.34
2017-07-26,2.29
2017-07-25,2.31
2017-07-24,2.22
2017-07-23,2.22
2017-07-22,2.22
2017-07-21,2.2
2017-07-20,2.2
2017-07-19,2.2
2017-07-18,2.18
2017-07-17,2.2
2017-07-16,2.2
2017-07-15,2.2
2017-07-14,2.19
2017-07-13,2.21
2017-07-12,2.18
2017-07-11,2.19
2017-07-10,2.2
2017-07-09,2.2
2017-07-08,2.2
2017-07-07,2.2
2017-07-06,2.15
2017-07-05,2.11
2017-07-04,2.13
2017-07-03,2.13
2017-07-02,2.13
2017-07-01,2.13
2017-06-30,2.07
2017-06-29,2.05
2017-06-28,1.99
2017-06-27,1.96
2017-06-26,1.88
2017-06-25,1.88
2017-06-24,1.88
2017-06-23,1.9
2017-06-22,1.91
2017-06-21,1.92
2017-06-20,1.93
2017-06-19,1.96
2017-06-18,1.96
2017-06-17,1.96
2017-06-16,1.96
2017-06-15,1.97
2017-06-14,1.96
2017-06-13,2.02
2017-06-12,1.98
2017-06-11,1.98
2017-06-10,1.98
2017-06-09,1.94
2017-06-08,1.94
2017-06-07,1.92
2017-06-06,1.91
2017-06-05,1.93
2017-06-04,1.93
2017-06-03,1.93
2017-06-02,1.91
2017-06-01,1.87
2017-05-31,1.87
2017-05-30,1.88
2017-05-29,1.86
2017-05-28,1.86
2017-05-27,1.86
2017-05-26,1.89
2017-05-25,1.91
2017-05-24,1.94
2017-05-23,1.95
2017-05-22,1.95
2017-05-21,1.95
2017-05-20,1.95
2017-05-19,1.92
2017-05-18,1.9
2017-05-17,1.92
2017-05-16,2.04
2017-05-15,2.05
2017-05-14,2.05
2017-05-13,2.05
2017-05-12,2.04
2017-05-11,2.06
2017-05-10,2.08
2017-05-09,2.05
2017-05-08,2.01
2017-05-07,2.01
2017-05-06,2.01
2017-05-05,1.98
2017-05-04,1.97
2017-05-03,1.97
2017-05-02,1.96
2017-05-01,2.01
2017-04-30,2.01
2017-04-29,2.01
2017-04-28,1.99
2017-04-27,2.02
2017-04-26,2.01
2017-04-25,2.04
2017-04-24,2.01
2017-04-23,2.01
2017-04-22,2.01
2017-04-21,1.99
2017-04-20,2.01
2017-04-19,1.99
2017-04-18,1.97
2017-04-17,2.04
2017-04-16,2.04
2017-04-15,2.04
2017-04-14,2.04
2017-04-13,2.02
2017-04-12,2.05
2017-04-11,2.08
2017-04-10,2.12
2017-04-09,2.12
2017-04-08,2.12
2017-04-07,2.12
2017-04-06,2.09
2017-04-05,2.1
2017-04-04,2.12
2017-04-03,2.12
2017-04-02,2.12
2017-04-01,2.12
2017-03-31,2.17
2017-03-30,2.18
2017-03-29,2.14
2017-03-28,2.17
2017-03-27,2.14
2017-03-26,2.14
2017-03-25,2.14
2017-03-24,2.16
2017-03-23,2.2
2017-03-22,2.21
2017-03-21,2.24
2017-03-20,2.26
2017-03-19,2.26
2017-03-18,2.26
2017-03-17,2.28
2017-03-16,2.32
2017-03-15,2.29
2017-03-14,2.36
2017-03-13,2.39
2017-03-12,2.39
2017-03-11,2.39
2017-03-10,2.35
2017-03-09,2.35
2017-03-08,2.32
2017-03-07,2.29
2017-03-06,2.28
2017-03-05,2.28
2017-03-04,2.28
2017-03-03,2.28
2017-03-02,2.28
2017-03-01,2.27
2017-02-28,2.21
2017-02-27,2.23
2017-02-26,2.23
2017-02-25,2.23
2017-02-24,2.19
2017-02-23,2.26
2017-02-22,2.29
2017-02-21,2.29
2017-02-20,2.29
2017-02-19,2.29
2017-02-18,2.29
2017-02-17,2.28
2017-02-16,2.31
2017-02-15,2.34
2017-02-14,2.32
2017-02-13,2.28
2017-02-12,2.28
2017-02-11,2.28
2017-02-10,2.25
2017-02-09,2.23
2017-02-08,2.17
2017-02-07,2.24
2017-02-06,2.26
2017-02-05,2.26
2017-02-04,2.26
2017-02-03,2.31
2017-02-02,2.29
2017-02-01,2.3
2017-01-31,2.29
2017-01-30,2.32
2017-01-29,2.32
2017-01-28,2.32
2017-01-27,2.31
2017-01-26,2.34
2017-01-25,2.34
2017-01-24,2.28
2017-01-23,2.21
2017-01-22,2.21
2017-01-21,2.21
2017-01-20,2.27
2017-01-19,2.26
2017-01-18,2.21
2017-01-17,2.18
2017-01-16,2.19
2017-01-15,2.19
2017-01-14,2.19
2017-01-13,2.21
2017-01-12,2.16
2017-01-11,2.18
2017-01-10,2.19
2017-01-09,2.19
2017-01-08,2.19
2017-01-07,2.19
2017-01-06,2.22
2017-01-05,2.17
2017-01-04,2.2
2017-01-03,2.24
2017-01-02,2.24
2017-01-01,2.24
2016-12-31,2.24
2016-12-30,2.21
2016-12-29,2.23
2016-12-28,2.24
2016-12-27,2.24
2016-12-26,2.24
2016-12-25,2.24
2016-12-24,2.24
2016-12-23,2.29
2016-12-22,2.31
2016-12-21,2.3
2016-12-20,2.31
2016-12-19,2.29
2016-12-18,2.29
2016-12-17,2.29
2016-12-16,2.33
2016-12-15,2.32
2016-12-14,2.28
2016-12-13,2.27
2016-12-12,2.27
2016-12-11,2.27
2016-12-10,2.27
2016-12-09,2.23
2016-12-08,2.16
2016-12-07,2.1
2016-12-06,2.13
2016-12-05,2.12
2016-12-04,2.12
2016-12-03,2.12
2016-12-02,2.13
2016-12-01,2.15
2016-11-30,2.06
2016-11-29,2
2016-11-28,2.01
2016-11-27,2.01
2016-11-26,2.01
2016-11-25,2.05
2016-11-24,2.07
2016-11-23,2.05
2016-11-22,2.05
2016-11-21,2.07
2016-11-20,2.07
2016-11-19,2.07
2016-11-18,2.08
2016-11-17,2.04
2016-11-16,2
2016-11-15,2.04
2016-11-14,2.05
2016-11-13,2.05
2016-11-12,2.05
2016-11-11,2.05
2016-11-10,1.94
2016-11-09,1.89
2016-11-08,1.78
2016-11-07,1.73
2016-11-06,1.73
2016-11-05,1.73
2016-11-04,1.68
2016-11-03,1.71
2016-11-02,1.69
2016-11-01,1.72
2016-10-31,1.71
2016-10-30,1.71
2016-10-29,1.71
2016-10-28,1.75
2016-10-27,1.75
2016-10-26,1.68
2016-10-25,1.69
2016-10-24,1.7
2016-10-23,1.7
2016-10-22,1.7
2016-10-21,1.68
2016-10-20,1.72
2016-10-19,1.72
2016-10-18,1.72
2016-10-17,1.73
2016-10-16,1.73
2016-10-15,1.73
2016-10-14,1.76
2016-10-13,1.69
2016-10-12,1.73
2016-10-11,1.72
2016-10-10,1.72
2016-10-09,1.72
2016-10-08,1.72
2016-10-07,1.7
2016-10-06,1.68
2016-10-05,1.65
2016-10-04,1.61
2016-10-03,1.55
2016-10-02,1.55
2016-10-01,1.55
2016-09-30,1.55
2016-09-29,1.5
2016-09-28,1.52
2016-09-27,1.51
2016-09-26,1.53
2016-09-25,1.53
2016-09-24,1.53
2016-09-23,1.58
2016-09-22,1.62
2016-09-21,1.67
2016-09-20,1.68
2016-09-19,1.71
2016-09-18,1.71
2016-09-17,1.71
2016-09-16,1.72
2016-09-15,1.73
2016-09-14,1.72
2016-09-13,1.75
2016-09-12,1.68
2016-09-11,1.68
2016-09-10,1.68
2016-09-09,1.67
2016-09-08,1.6
2016-09-07,1.51
2016-09-06,1.53
2016-09-05,1.53
2016-09-04,1.53
2016-09-03,1.53
2016-09-02,1.56
2016-09-01,1.52
2016-08-31,1.53
2016-08-30,1.53
2016-08-29,1.53
2016-08-28,1.53
2016-08-27,1.53
2016-08-26,1.59
2016-08-25,1.57
2016-08-24,1.54
2016-08-23,1.54
2016-08-22,1.54
2016-08-21,1.54
2016-08-20,1.54
2016-08-19,1.59
2016-08-18,1.56
2016-08-17,1.57
2016-08-16,1.57
2016-08-15,1.55
2016-08-14,1.55
2016-08-13,1.55
2016-08-12,1.52
2016-08-11,1.55
2016-08-10,1.51
2016-08-09,1.52
2016-08-08,1.58
2016-08-07,1.58
2016-08-06,1.58
2016-08-05,1.58
2016-08-04,1.55
2016-08-03,1.58
2016-08-02,1.57
2016-08-01,1.57
2016-07-31,1.57
2016-07-30,1.57
2016-07-29,1.54
2016-07-28,1.58
2016-07-27,1.6
2016-07-26,1.64
2016-07-25,1.64
2016-07-24,1.64
2016-07-23,1.64
2016-07-22,1.64
2016-07-21,1.66
2016-07-20,1.66
2016-07-19,1.63
2016-07-18,1.65
2016-07-17,1.65
2016-07-16,1.65
2016-07-15,1.66
2016-07-14,1.59
2016-07-13,1.53
2016-07-12,1.57
2016-07-11,1.48
2016-07-10,1.48
2016-07-09,1.48
2016-07-08,1.47
2016-07-07,1.48
2016-07-06,1.49
2016-07-05,1.52
2016-07-04,1.59
2016-07-03,1.59
2016-07-02,1.59
2016-07-01,1.59
2016-06-30,1.63
2016-06-29,1.67
2016-06-28,1.64
2016-06-27,1.64
2016-06-26,1.64
2016-06-25,1.64
2016-06-24,1.73
2016-06-23,1.84
2016-06-22,1.79
2016-06-21,1.8
2016-06-20,1.75
2016-06-19,1.75
2016-06-18,1.75
2016-06-17,1.68
2016-06-16,1.67
2016-06-15,1.67
2016-06-14,1.69
2016-06-13,1.69
2016-06-12,1.69
2016-06-11,1.69
2016-06-10,1.7
2016-06-09,1.75
2016-06-08,1.77
2016-06-07,1.78
2016-06-06,1.79
2016-06-05,1.79
2016-06-04,1.79
2016-06-03,1.75
2016-06-02,1.81
2016-06-01,1.8
2016-05-31,1.81
2016-05-30,1.84
2016-05-29,1.84
2016-05-28,1.84
2016-05-27,1.84
2016-05-26,1.83
2016-05-25,1.87
2016-05-24,1.86
2016-05-23,1.86
2016-05-22,1.86
2016-05-21,1.86
2016-05-20,1.84
2016-05-19,1.83
2016-05-18,1.86
2016-05-17,1.81
2016-05-16,1.83
2016-05-15,1.83
2016-05-14,1.83
2016-05-13,1.79
2016-05-12,1.83
2016-05-11,1.81
2016-05-10,1.81
2016-05-09,1.81
2016-05-08,1.81
2016-05-07,1.81
2016-05-06,1.84
2016-05-05,1.84
2016-05-04,1.88
2016-05-03,1.93
2016-05-02,1.98
2016-05-01,1.98
2016-04-30,1.98
2016-04-29,1.95
2016-04-28,1.92
2016-04-27,1.94
2016-04-26,1.98
2016-04-25,1.98
2016-04-24,1.98
2016-04-23,1.98
2016-04-22,1.96
2016-04-21,1.93
2016-04-20,1.91
2016-04-19,1.89
2016-04-18,1.87
2016-04-17,1.87
2016-04-16,1.87
2016-04-15,1.84
2016-04-14,1.87
2016-04-13,1.84
2016-04-12,1.86
2016-04-11,1.83
2016-04-10,1.83
2016-04-09,1.83
2016-04-08,1.82
2016-04-07,1.78
2016-04-06,1.82
2016-04-05,1.79
2016-04-04,1.85
2016-04-03,1.85
2016-04-02,1.85
2016-04-01,1.87
2016-03-31,1.86
2016-03-30,1.86
2016-03-29,1.82
2016-03-28,1.89
2016-03-27,1.89
2016-03-26,1.89
2016-03-25,1.89
2016-03-24,1.9
2016-03-23,1.89
2016-03-22,1.94
2016-03-21,1.95
2016-03-20,1.95
2016-03-19,1.95
2016-03-18,1.93
2016-03-17,1.93
2016-03-16,1.94
2016-03-15,1.94
2016-03-14,1.97
2016-03-13,1.97
2016-03-12,1.97
2016-03-11,1.97
2016-03-10,1.92
2016-03-09,1.9
2016-03-08,1.84
2016-03-07,1.93
2016-03-06,1.93
2016-03-05,1.93
2016-03-04,1.91
2016-03-03,1.88
2016-03-02,1.9
2016-03-01,1.88
2016-02-29,1.82
2016-02-28,1.82
2016-02-27,1.82
2016-02-26,1.81
2016-02-25,1.77
2016-02-24,1.78
2016-02-23,1.78
2016-02-22,1.77
2016-02-21,1.77
2016-02-20,1.77
2016-02-19,1.77
2016-02-18,1.76
2016-02-17,1.81
2016-02-16,1.81
2016-02-15,1.81
2016-02-14,1.81
